ID	PAGE	TYPE	ITALIAN	MALAY	DOCULECT	WORD	WORD2	tokenized	transliterated	transliterated_common	TOBA_BATAK_SOURCE	REMARK
210	268	word	Aver sete	Berdahaga	ENGGANO	Chibo	chibo	ch i b o	k i b o	kibo		
211	268	word	Azzuffarsi	Berpráng ; Berpukúl	NIAS	Fasóndra	fasóndra	f a s ó n d r a	f a s o n d r a	fasondra		
212	268	word	Azzuffarsi	Berpráng ; Berpukúl	TOBA_BATAK	Manghinsadái	manghinsadái	m a n g h i n s a d á i	m a n j h i n s a d a i	manjhinsadai		
213	268	word	Azzuffarsi	Berpráng ; Berpukúl	ENGGANO	Bacai	bacai	b a c ai	b a k a:i	baka:i		
214	268	word	Baciare	Ciúm	NIAS	Agombáva	agombáva	a g o m b á v a	a j o m b a v a	ajombava		
215	268	word	Baciare	Ciúm	TOBA_BATAK	Mangúmma	mangúmma	m a n g ú m m a	m a n j u m m a	manjumma	J. S. A. Van Dissel	
216	268	word	Baciare	Ciúm	ENGGANO	Manu	manu	m a n u	m a n u	manu		
217	268	word	Baffi	Misèi	NIAS	Bumbèwe	bumbèwe	b u m b è w e	b u m b E w e	bumbEwe		
218	268	word	Baffi	Misèi	TOBA_BATAK	Gumis	gumis	g u m i s	j u m i s	jumis	J. S. A. Van Dissel	
219	268	word	Baffi	Misèi	TOBA_BATAK	Misè *	misè *	m i s è # *	m i s E # *	misE *	J. S. A. Van Dissel	
220	268	word	Baffi	Misèi	ENGGANO	Pruru ripodia	pruru ripodia	p r u r u # r i p o d i a	p r u r u # r i p o d i a	pruru ripodia		
221	268	word	Bagaglio	Barang²	NIAS	Fasoro	fasoro	f a s o r o	f a s o r o	fasoro		
222	268	word	Bagaglio	Barang²	TOBA_BATAK	Barang²	barang²	b a r a n g ²	b a r a n j ²	baranj²	J. S. A. Van Dissel	
223	268	word	Bagaglio	Barang²	ENGGANO	Dobu	dobu	d o b u	d o b u	dobu		
224	268	word	Bagnarsi	Mandi	NIAS	Mondri	mondri	m o n d r i	m o n d r i	mondri		
225	268	word	Bagnarsi	Mandi	TOBA_BATAK	Maridi	maridi	m a r i d i	m a r i d i	maridi	J. S. A. Van Dissel	
226	268	word	Bagnarsi	Mandi	ENGGANO	Baèche	baèche	b aè ch e	b a:e k e	ba:eke		
227	268	word	Bagno	Tampát mandi	NIAS	Ba’a vemóndri	ba’a vemóndri	b a ’ a # v e m ó n d r i	b a ' a # v e m o n d r i	ba'a vemondri		
228	268	word	Bagno	Tampát mandi	TOBA_BATAK				⁇	⁇	J. S. A. Van Dissel	
229	268	word	Bagno	Tampát mandi	ENGGANO	Ebo iaha baèche	ebo iaha baèche	e b o # i a h a # b aè ch e	e b o # i a h a # b a:e k e	ebo iaha ba:eke		
230	268	word	Ballo donne	Menari	NIAS	Manari	manari	m a n a r i	m a n a r i	manari		
231	268	word	Ballo donne	Menari	TOBA_BATAK	Manortòr	manortòr	m a n o r t ò r	m a n o r t O r	manortOr		
232	268	word	Ballo donne	Menari	ENGGANO	Maenu cahora	maenu cahora	m ae n u # c a h o r a	m a:e n u # k a h o r a	ma:enu kahora		
233	268	word	Ballo uomini	Menari	NIAS	Maulèia	maulèia	m au l è i a	m a:u l E i a	ma:ulEia		
234	268	word	Ballo uomini	Menari	TOBA_BATAK	Manortòr	manortòr	m a n o r t ò r	m a n o r t O r	manortOr		
235	268	word	Ballo uomini	Menari	ENGGANO	Maenu cahora	maenu cahora	m ae n u # c a h o r a	m a:e n u # k a h o r a	ma:enu kahora		
236	268	word	Bambini	Anac	NIAS	Iraòno	iraòno	i r aò n o	i r a:O n o	ira:Ono		
237	268	word	Bambini	Anac	TOBA_BATAK	Dacdanac	dacdanac	d a c d a n a c	d a k d a n a k	dakdanak		
238	268	word	Bambini	Anac	ENGGANO	Pamo	pamo	p a m o	p a m o	pamo		
239	268	word	Bambini	Anac	ENGGANO	Epa	epa	e p a	e p a	epa		
240	268	word	Bambù	Bulu	NIAS	Léwu	léwu	l é w u	l e w u	lewu		
241	268	word	Bambù	Bulu	TOBA_BATAK	Bulu	bulu	b u l u	b u l u	bulu		
242	268	word	Bambù	Bulu	ENGGANO	Abeha	abeha	a b e h a	a b e h a	abeha		
243	268	word	Bambù per attingere acqua	Garighíc ; Chendí	NIAS	Cole²	cole²	c o l e ²	k o l e ²	kole²		
244	268	word	Bambù per attingere acqua	Garighíc ; Chendí	TOBA_BATAK	Poti<i>ng</i>	poting	p o t i n g	p o t i n j	potinj		
245	268	word	Bambù per attingere acqua	Garighíc ; Chendí	ENGGANO	Enoà	enoà	e n o à	e n o a	enoa		
246	268	word	Banane	Pisa<i>ng</i>	NIAS	Bae	bae	b ae	b a:e	ba:e		
247	268	word	Banane	Pisa<i>ng</i>	TOBA_BATAK	Gaol	gaol	g ao l	j a:o l	ja:ol		
248	268	word	Banane	Pisa<i>ng</i>	ENGGANO	Eígio	eígio	eí gi o	e:i c o	e:ico		
249	268	word	Banco di corallo	Cara<i>ng</i>án	NIAS	Gozo	gozo	g o z o	j o z o	jozo		
250	268	word	Banco di corallo	Cara<i>ng</i>án	TOBA_BATAK	Hará<i>ng</i><rm=""dal malese"">	haráng	h a r á n g	h a r a n j	haranj	J. S. A. Van Dissel	<rm=""dal malese"">
251	268	word	Banco di corallo	Cara<i>ng</i>án	ENGGANO	Eèa	eèa	e è a	e E a	eEa		
252	268	word	Barattare	Tocar	NIAS	Fatucao	fatucao	f a t u c ao	f a t u k a:o	fatuka:o		
253	268	word	Barattare	Tocar	TOBA_BATAK	Paubahon	paubahon	p au b a h o n	p a:u b a h o n	pa:ubahon		
254	268	word	Barattare	Tocar	ENGGANO	Pachèli	pachèli	p a ch è l i	p a k E l i	pakEli		
255	268	word	Barba	Gia<i>ng</i>gút	NIAS				⁇	⁇		
256	268	word	Barba	Gia<i>ng</i>gút	TOBA_BATAK	Giangút	giangút	gi a n g ú t	c a n j u t	canjut	J. S. A. Van Dissel	
257	268	word	Barba	Gia<i>ng</i>gút	ENGGANO	Prururu ipo	prururu ipo	p r u r u r u # i p o	p r u r u r u # i p o	prururu ipo		
258	268	word	Barba a punta	Gia<i>ng</i>gút pangiá<i>ng</i>	NIAS	Gambi	gambi	g a m b i	j a m b i	jambi		
259	268	word	Barba a punta	Gia<i>ng</i>gút pangiá<i>ng</i>	TOBA_BATAK	Giangút	giangút	gi a n g ú t	c a n j u t	canjut	J. S. A. Van Dissel	
260	268	word	Barba a punta	Gia<i>ng</i>gút pangiá<i>ng</i>	ENGGANO	Prururu chidía	prururu chidía	p r u r u r u # ch i d í a	p r u r u r u # k i d i a	prururu kidia		
261	268	word	Barba a sulle guance	Tciambá<i>ng</i>	NIAS	R<i>o</i>ng<i>o</i>	rongo	r o n g o	r o n j o	ronjo		
262	268	word	Barba a sulle guance	Tciambá<i>ng</i>	TOBA_BATAK	Banc	banc	b a n c	b a n k	bank	J. S. A. Van Dissel	
263	268	word	Barba a sulle guance	Tciambá<i>ng</i>	ENGGANO				⁇	⁇		
264	268	word	Barca a remi	Prau daiúng	NIAS	Dundráha	dundráha	d u n d r á h a	d u n d r a h a	dundraha		
265	268	word	Barca a remi	Prau daiúng	TOBA_BATAK	Sòlu	sòlu	s ò l u	s O l u	sOlu		
266	268	word	Barca a remi	Prau daiúng	ENGGANO	Elòha	elòha	e l ò h a	e l O h a	elOha		
267	268	word	Barca a vela	Prau laiár	NIAS	Owo solòio	owo solòio	o w o # s o l òi o	o w o # s o l o:i o	owo solo:io		
268	268	word	Barca a vela	Prau laiár	TOBA_BATAK	Pindís	pindís	p i n d í s	p i n d i s	pindis	J. S. A. Van Dissel	
269	268	word	Barca a vela	Prau laiár	ENGGANO				⁇	⁇		
270	268	word	Basta ǃ	Sampé	NIAS	Noá	noá	n o á	n o a	noa		
271	268	word	Basta ǃ	Sampé	TOBA_BATAK	Sappè	sappè	s a p p è	s a p p E	sappE		
272	268	word	Basta ǃ	Sampé	ENGGANO	Abacochía	abacochía	a b a c o ch í a	a b a k o k i a	abakokia		
273	268	word	Bastantemente	Pada	NIAS	Tob<i>o</i>no	tobono	t o b o n o	t o b o n o	tobono		
274	268	word	Bastantemente	Pada	TOBA_BATAK	Pala	pala	p a l a	p a l a	pala	J. S. A. Van Dissel	
275	268	word	Bastantemente	Pada	ENGGANO	Abóha	abóha	a b ó h a	a b o h a	aboha		
276	268	word	Bello	Bagús	NIAS	S<i>o</i>chi	sochi	s o ch i	s o k i	soki		
277	268	word	Bello	Bagús	TOBA_BATAK	Dengán	dengán	d e n g á n	d e n j a n	denjan		
278	268	word	Bello	Bagús	ENGGANO	Cáua	cáua	c á u a	k a u a	kaua		
279	268	word	Bere	Minúm	NIAS	Famadu	famadu	f a m a d u	f a m a d u	famadu		
280	268	word	Bere	Minúm	TOBA_BATAK	Manhinúm	manhinúm	m a n h i n ú m	m a n h i n u m	manhinum		
281	268	word	Bere	Minúm	ENGGANO	Baigiòho	baigiòho	b ai gi ò h o	b a:i c O h o	ba:icOho		
282	268	word	Bianco	Putí	NIAS	Afusi	afusi	a f u s i	a f u s i	afusi		
283	268	word	Bianco	Putí	TOBA_BATAK	Bottar	bottar	b o t t a r	b o t t a r	bottar		
284	268	word	Bianco	Putí	ENGGANO	Caudáhio	caudáhio	c au d á h i o	k a:u d a h i o	ka:udahio		
285	268	word	Bocca	Mulút	NIAS	Bava	bava	b a v a	b a v a	bava		
286	268	word	Bocca	Mulút	TOBA_BATAK	Bawa	bawa	b a w a	b a w a	bawa		
287	268	word	Bocca	Mulút	ENGGANO	Eca	eca	e c a	e k a	eka		
288	268	word	Braccialetto	Gla<i>ng</i> Ta<i>ng</i>án	NIAS	Aia mbul<i>o</i>cha	aia mbulocha	ai a # m b u l o c h a	a:i a # m b u l o k h a	a:ia mbulokha		
289	268	word	Braccialetto	Gla<i>ng</i> Ta<i>ng</i>án	TOBA_BATAK	Lèa<i>ng</i>	lèang	l è a n g	l E a n j	lEanj		
290	268	word	Braccialetto	Gla<i>ng</i> Ta<i>ng</i>án	ENGGANO	Chinacò	chinacò	ch i n a c ò	k i n a k O	kinakO		
291	268	word	Braccio	La<i>ng</i>án ; Ta<i>ng</i>án	NIAS	Siu	siu	s i u	s i u	siu		
292	268	word	Braccio	La<i>ng</i>án ; Ta<i>ng</i>án	TOBA_BATAK	Gólang	gólang	g ó l a n g	j o l a n j	jolanj	J. S. A. Van Dissel	
293	268	word	Braccio	La<i>ng</i>án ; Ta<i>ng</i>án	ENGGANO	Apo	apo	a p o	a p o	apo		
294	268	word	Braccio	La<i>ng</i>án ; Ta<i>ng</i>án	ENGGANO	Earahaori	earahaori	e a r a h ao r i	e a r a h a:o r i	earaha:ori		
295	268	word	Bramare	Succá	NIAS	Uhalo	uhalo	u h a l o	u h a l o	uhalo		
296	268	word	Bramare	Succá	TOBA_BATAK	Haghi iòt	haghi iòt	h a g h i # i ò t	h a j h i # i O t	hajhi iOt		
297	268	word	Bramare	Succá	TOBA_BATAK	Ra	ra	r a	r a	ra		
298	268	word	Bramare	Succá	ENGGANO	Cahápi	cahápi	c a h á p i	k a h a p i	kahapi		
299	268	word	Brivido di febbre	Gelugút sebáb demóm	NIAS	Otu²	otu²	o t u ²	o t u ²	otu²		
300	268	word	Brivido di febbre	Gelugút sebáb demóm	TOBA_BATAK	Manghirgir	manghirgir	m a n g h i r gi r	m a n j h i r c r	manjhircr		
301	268	word	Brivido di febbre	Gelugút sebáb demóm	ENGGANO	Eoho	eoho	e o h o	e o h o	eoho		
302	268	word	Bruciare (Cucinare troppo)	Bacar	NIAS	Acògi	acògi	a c ò gi	a k O c	akOc		
303	268	word	Bruciare (Cucinare troppo)	Bacar	TOBA_BATAK	Masac	masac	m a s a c	m a s a k	masak		
304	268	word	Bruciare (Cucinare troppo)	Bacar	TOBA_BATAK	Gor	gor	g o r	j o r	jor		
305	268	word	Bruciare (Cucinare troppo)	Bacar	ENGGANO	Bachíco	bachíco	b a ch í c o	b a k i k o	bakiko		
306	268	word	Bruciare	Ber<i>ng</i>ala	NIAS	Atunu	atunu	a t u n u	a t u n u	atunu		
307	268	word	Bruciare	Ber<i>ng</i>ala	TOBA_BATAK	Matutúng	matutúng	m a t u t ú n g	m a t u t u n j	matutunj		
308	268	word	Bruciare	Ber<i>ng</i>ala	ENGGANO	Cachíco	cachíco	c a ch í c o	k a k i k o	kakiko		
309	268	word	Brutto	Burúc	NIAS	L<i>o</i> s<i>o</i>chi	lo sochi	l o # s o ch i	l o # s o k i	lo soki		
310	268	word	Brutto	Burúc	TOBA_BATAK	Dae	dae	d ae	d a:e	da:e		
311	268	word	Brutto	Burúc	ENGGANO	Chioha	chioha	ch i o h a	k i o h a	kioha		
312	268	word	Bucar orecchi	Mentciutciúc teli<i>ng</i>a	NIAS	Latogi	latogi	l a t o gi	l a t o c	latoc		
313	268	word	Bucar orecchi	Mentciutciúc teli<i>ng</i>a	TOBA_BATAK	Manombúe	manombúe	m a n o m b ú e	m a n o m b u e	manombue		
314	268	word	Bucar orecchi	Mentciutciúc teli<i>ng</i>a	ENGGANO	Caricu cariahadía	caricu cariahadía	c a r i c u # c a r i a h a d í a	k a r i k u # k a r i a h a d i a	kariku kariahadia		
315	268	word	Buio	Glap	NIAS	Agomigómi	agomigómi	a g o m i g ó m i	a j o m i j o m i	ajomijomi		
316	268	word	Buio	Glap	TOBA_BATAK	Bot	bot	b o t	b o t	bot		
317	268	word	Buio	Glap	ENGGANO	Capòpo elòpo	capòpo elòpo	c a p ò p o # e l ò p o	k a p O p o # e l O p o	kapOpo elOpo		
318	269	word	Buono	Bagús	NIAS	S<i>o</i>chi	sochi	s o ch i	s o k i	soki		
319	269	word	Buono	Bagús	TOBA_BATAK	Dengán	dengán	d e n g á n	d e n j a n	denjan		
320	269	word	Buono	Bagús	ENGGANO	Cáua	cáua	c á u a	k a u a	kaua		
321	269	word	Buttar via	Buáng	NIAS				⁇	⁇		
322	269	word	Buttar via	Buáng	TOBA_BATAK	Mandangurhón	mandangurhón	m a n d a n g u r h ó n	m a n d a n j u r h o n	mandanjurhon		
323	269	word	Buttar via	Buáng	ENGGANO	Epacúa	epacúa	e p a c ú a	e p a k u a	epakua		
324	269	word	Cacciare	Membúru	NIAS	Memòlo	memòlo	m e m ò l o	m e m O l o	memOlo		
325	269	word	Cacciare	Membúru	TOBA_BATAK	Marburu	marburu	m a r b u r u	m a r b u r u	marburu		
326	269	word	Cacciare	Membúru	ENGGANO	Bacocòi ebèo iahiacúe<sem=""col cane"">	bacocòi ebèo iahiacúe	b a c o c òi # e b è o # i a h i a c ú e	b a k o k o:i # e b E o # i a h i a k u e	bakoko:i ebEo iahiakue		<sem=""col cane"">
327	269	word	Cacciare	Membúru	ENGGANO	Cabacocòi ba buru còio<sem=""senza cane"">	cabacocòi ba buru còio	c a b a c o c òi # b a # b u r u # c òi o	k a b a k o k o:i # b a # b u r u # k o:i o	kabakoko:i ba buru ko:io		<sem=""senza cane"">
328	269	word	Cadere	Giatò	NIAS	Aèchu	aèchu	aè c h u	a:e k h u	a:ekhu		
329	269	word	Cadere	Giatò	TOBA_BATAK	Madabu	madabu	m a d a b u	m a d a b u	madabu		
330	269	word	Cadere	Giatò	ENGGANO	Capunda	capunda	c a p u n d a	k a p u n d a	kapunda		
331	269	word	Caldo	Panás	NIAS	Aucu	aucu	au c u	a:u k u	a:uku		
332	269	word	Caldo	Panás	TOBA_BATAK	Las	las	l a s	l a s	las		
333	269	word	Caldo	Panás	ENGGANO	Cadodohodi	cadodohodi	c a d o d o h o d i	k a d o d o h o d i	kadodohodi		
334	269	word	Calpestare	Banti-ng- cachí	NIAS	Fam<i>o</i>r<i>o</i> salo	famoro salo	f a m o r o # s a l o	f a m o r o # s a l o	famoro salo		GPWR--I change the italics tagging with dash for ease of the use of the Keyman IPA keyboard
335	269	word	Calpestare	Banti-ng- cachí	TOBA_BATAK	Mamolnat	mamolnat	m a m o l n a t	m a m o l n a t	mamolnat		GPWR--I change the italics tagging with dash for ease of the use of the Keyman IPA keyboard
336	269	word	Calpestare	Banti-ng- cachí	ENGGANO	Chichidi	chichidi	ch i ch i d i	k i k i d i	kikidi		GPWR--I change the italics tagging with dash for ease of the use of the Keyman IPA keyboard
337	269	word	Cammino (via)	Gialán	NIAS	Lala	lala	l a l a	l a l a	lala		
338	269	word	Cammino (via)	Gialán	TOBA_BATAK				⁇	⁇		
339	269	word	Cammino (via)	Gialán	ENGGANO	Ecò	ecò	e c ò	e k O	ekO		
340	269	word	Campo	Ládang	NIAS				⁇	⁇		
341	269	word	Campo	Ládang	TOBA_BATAK	Ladang	ladang	l a d a n g	l a d a n j	ladanj		
342	269	word	Campo	Ládang	TOBA_BATAK	Gimma	gimma	gi m m a	c m m a	cmma		
343	269	word	Campo	Ládang	ENGGANO	Epíia	epíia	e p í i a	e p i i a	epiia		
344	269	word	Cane	Angi-ng-	NIAS	Asso	asso	a s s o	a s s o	asso		
345	269	word	Cane	Angi-ng-	TOBA_BATAK	Asu	asu	a s u	a s u	asu		
346	269	word	Cane	Angi-ng-	ENGGANO	Eapí	eapí	e a p í	e a p i	eapi		
347	269	word	Cane	Angi-ng-	ENGGANO	Ebèo	ebèo	e b è o	e b E o	ebEo		
348	269	word	Canna da zucchro	Tébu	NIAS	Tòbu	tòbu	t ò b u	t O b u	tObu		
349	269	word	Canna da zucchro	Tébu	TOBA_BATAK	Tobu	tobu	t o b u	t o b u	tobu		
350	269	word	Canna da zucchro	Tébu	ENGGANO	Enaio	enaio	e n ai o	e n a:i o	ena:io		
351	269	word	Canto	Gnagní	NIAS	Fanúno	fanúno	f a n ú n o	f a n u n o	fanuno		
352	269	word	Canto	Gnagní	TOBA_BATAK	Ende	ende	e n d e	e n d e	ende		
353	269	word	Canto	Gnagní	ENGGANO	Bahora	bahora	b a h o r a	b a h o r a	bahora		
354	269	word	Capelli	Rambút	NIAS	Bu	bu	b u	b u	bu		
355	269	word	Capelli	Rambút	TOBA_BATAK	Obu	obu	o b u	o b u	obu		
356	269	word	Capelli	Rambút	ENGGANO	Pruru ulu	pruru ulu	p r u r u # u l u	p r u r u # u l u	pruru ulu		
357	269	word	Capelli	Rambút	ENGGANO	Pruru uru	pruru uru	p r u r u # u r u	p r u r u # u r u	pruru uru		
358	269	word	Capire	Mongartí	NIAS	D<i>o</i>d<i>o</i> m<i>o</i>i	dodo moi	d o d o # m o i	d o d o # m o i	dodo moi		
359	269	word	Capire	Mongartí	TOBA_BATAK	Mangantusi	mangantusi	m a n g a n t u s i	m a n j a n t u s i	manjantusi		
360	269	word	Capire	Mongartí	ENGGANO	Pahoiá	pahoiá	p a h o i á	p a h o i a	pahoia		
361	269	word	Carestia	Clapáran	NIAS	Lofo	lofo	l o f o	l o f o	lofo		
362	269	word	Carestia	Clapáran	TOBA_BATAK	Haleon	haleon	h a l e o n	h a l e o n	haleon		
363	269	word	Carestia	Clapáran	ENGGANO	Chèoba eonai mèhe	chèoba eonai mèhe	ch è o b a # e o n ai # m è h e	k E o b a # e o n a:i # m E h e	kEoba eona:i mEhe		
364	269	word	Carne	Daghin	NIAS	Nagòle	nagòle	n a g ò l e	n a j O l e	najOle		
365	269	word	Carne	Daghin	TOBA_BATAK	Giuhut	giuhut	gi u h u t	c u h u t	cuhut		
366	269	word	Carne	Daghin	ENGGANO	Hela	hela	h e l a	h e l a	hela		
367	269	word	Caro (prezzo)	Mahál	NIAS	Ibua boli	ibua boli	i b u a # b o l i	i b u a # b o l i	ibua boli		
368	269	word	Caro (prezzo)	Mahál	TOBA_BATAK	Rarang	rarang	r a r a n g	r a r a n j	raranj		
369	269	word	Caro (prezzo)	Mahál	ENGGANO	Mocoli	mocoli	m o c o l i	m o k o l i	mokoli		
370	269	word	Casa	Rúma	NIAS	Omo	omo	o m o	o m o	omo		
371	269	word	Casa	Rúma	TOBA_BATAK	Bagas	bagas	b a g a s	b a j a s	bajas		
372	269	word	Casa	Rúma	ENGGANO	Èuba	èuba	è u b a	E u b a	Euba		
373	269	word	Casa	Rúma	ENGGANO	Cacario	cacario	c a c a r i o	k a k a r i o	kakario		
374	269	word	Cattivo	Giahát	NIAS	L<i>o</i> s<i>o</i>chi	lo sochi	l o # s o ch i	l o # s o k i	lo soki		
375	269	word	Cattivo	Giahát	TOBA_BATAK	Rowa	rowa	r o w a	r o w a	rowa		
376	269	word	Cattivo	Giahát	ENGGANO	Ibu	ibu	i b u	i b u	ibu		
377	269	word	Cercare	Ciari	NIAS	Fanáo	fanáo	f a n á o	f a n a o	fanao		
378	269	word	Cercare	Ciari	TOBA_BATAK	Lulu	lulu	l u l u	l u l u	lulu		
379	269	word	Cercare	Ciari	ENGGANO	Bahoari	bahoari	b a h o a r i	b a h o a r i	bahoari		
380	269	word	Cesta	Bacul	NIAS	Raga²	raga²	r a g a ²	r a j a ²	raja²		
381	269	word	Cesta	Bacul	TOBA_BATAK	Ampa<i>ng</i>	ampang	a m p a n g	a m p a n j	ampanj		
382	269	word	Cesta	Bacul	TOBA_BATAK	Si gurup	si gurup	s i # g u r u p	s i # j u r u p	si jurup		
383	269	word	Cesta	Bacul	ENGGANO	Eorae	eorae	e o r ae	e o r a:e	eora:e		
384	269	word	Cesta	Bacul	ENGGANO	Eunèche	eunèche	e u n è ch e	e u n E k e	eunEke		
385	269	word	Chiamare (per nome)	Memanghíl de-ng-án namá	NIAS				⁇	⁇		
386	269	word	Chiamare (per nome)	Memanghíl de-ng-án namá	TOBA_BATAK	Margowar	margowar	m a r g o w a r	m a r j o w a r	marjowar		
387	269	word	Chiamare (per nome)	Memanghíl de-ng-án namá	ENGGANO	Ahadi	ahadi	a h a d i	a h a d i	ahadi		
388	269	word	Chiamare	Panghil	NIAS	Fagaoni	fagaoni	f a g ao n i	f a j a:o n i	faja:oni		
389	269	word	Chiamare	Panghil	TOBA_BATAK	Mamigio	mamigio	m a m i gi o	m a m i c o	mamico		
390	269	word	Chiamare	Panghil	ENGGANO	Ahadi	ahadi	a h a d i	a h a d i	ahadi		
391	269	word	Chiedere	Minta	NIAS	Fanòfu	fanòfu	f a n ò f u	f a n O f u	fanOfu		
392	269	word	Chiedere	Minta	TOBA_BATAK	Manuccun	manuccun	m a n u cc u n	m a n u k u n	manukun		
393	269	word	Chiedere	Minta	ENGGANO	Manunuhi	manunuhi	m a n u n u h i	m a n u n u h i	manunuhi		
394	269	word	Cieco	Buta	NIAS	Abòto h<i>o</i>r<i>o</i>	abòto horo	a b ò t o # h o r o	a b O t o # h o r o	abOto horo		
395	269	word	Cieco	Buta	TOBA_BATAK	Pitung	pitung	p i t u n g	p i t u n j	pitunj		
396	269	word	Cieco	Buta	ENGGANO	Machene	machene	m a ch e n e	m a k e n e	makene		
397	269	word	Ciglio	Bulu mata	NIAS				⁇	⁇		
398	269	word	Ciglio	Bulu mata	TOBA_BATAK	Imbulu ni mata	imbulu ni mata	i m b u l u # n i # m a t a	i m b u l u # n i # m a t a	imbulu ni mata		
399	269	word	Ciglio	Bulu mata	ENGGANO	Epruru baca	epruru baca	e p r u r u # b a c a	e p r u r u # b a k a	epruru baka		
400	269	word	Cignale	Babí hútan	NIAS				⁇	⁇		
401	269	word	Cignale	Babí hútan	TOBA_BATAK	Dalu	dalu	d a l u	d a l u	dalu		
402	269	word	Cignale	Babí hútan	ENGGANO	Ecòio	ecòio	e c òi o	e k o:i o	eko:io		
403	269	word	Cocco (Albero di)	Pohun clapá	NIAS	Ohi	ohi	o h i	o h i	ohi		
404	269	word	Cocco (Albero di)	Pohun clapá	TOBA_BATAK	Negiur	negiur	n e gi u r	n e c u r	necur		
405	269	word	Cocco (Albero di)	Pohun clapá	ENGGANO	Carahapò	carahapò	c a r a h a p ò	k a r a h a p O	karahapO		
406	269	word	Cocco (Noce di)	Búa clapá	NIAS	Bánio	bánio	b á n i o	b a n i o	banio		
407	269	word	Cocco (Noce di)	Búa clapá	TOBA_BATAK	Migior	migior	m i gi o r	m i c o r	micor		
408	269	word	Cocco (Noce di)	Búa clapá	ENGGANO	Epò	epò	e p ò	e p O	epO		
409	269	word	Cocco (Noce di)	Búa clapá	ENGGANO	Huapò	huapò	h u a p ò	h u a p O	huapO		
410	269	word	Coccodrillo	Buwaia	NIAS	Buáia	buáia	b u á i a	b u a i a	buaia		
411	269	word	Coccodrillo	Buwaia	TOBA_BATAK	Buwaia	buwaia	b u w ai a	b u w a:i a	buwa:ia		
412	269	word	Coccodrillo	Buwaia	ENGGANO	Cohoóca	cohoóca	c o h o ó c a	k o h o o k a	kohooka		
413	269	word	Coda	Ecor	NIAS	Io	io	i o	i o	io		
414	269	word	Coda	Ecor	TOBA_BATAK	Ihur	ihur	i h u r	i x u r	ixur		
415	269	word	Coda	Ecor	ENGGANO	Iidia	iidia	i i d i a	i i d i a	iidia		
416	269	word	Collera	Mará	NIAS	F<i>o</i>nu	fonu	f o n u	f o n u	fonu		
417	269	word	Collera	Mará	TOBA_BATAK	Giechel	giechel	gi e ch e l	c e k e l	cekel		
418	269	word	Collera	Mará	TOBA_BATAK	Pusu	pusu	p u s u	p u s u	pusu		
419	269	word	Collera	Mará	ENGGANO	Pahuna chideidia	pahuna chideidia	p a h u n a # ch i d ei d i a	p a h u n a # k i d e:i d i a	pahuna kide:idia		
420	269	word	Collo	Leher	NIAS	Baghi	baghi	b a g h i	b a j h i	bajhi		
421	269	word	Collo	Leher	TOBA_BATAK	Ruccung	ruccung	r u cc u n g	r u k u n j	rukunj		
422	269	word	Collo	Leher	ENGGANO	Eiú	eiú	ei ú	e:i u	e:iu		
423	269	word	Collo	Leher	ENGGANO	Ehanua	ehanua	e h a n u a	e h a n u a	ehanua		
424	269	word	Coltello	Pisò ; Pará-ng-	NIAS	Ballatu	ballatu	b a l l a t u	b a l l a t u	ballatu		
425	269	word	Coltello	Pisò ; Pará-ng-	TOBA_BATAK	Raut	raut	r au t	r a:u t	ra:ut		
426	269	word	Coltello	Pisò ; Pará-ng-	TOBA_BATAK	Rahi	rahi	r a h i	r a h i	rahi		
427	269	word	Coltello	Pisò ; Pará-ng-	ENGGANO	Epèiti	epèiti	e p è i t i	e p E i t i	epEiti		
428	269	word	Coltello	Pisò ; Pará-ng-	ENGGANO	Eao	eao	e ao	e a:o	ea:o		
429	269	word	Coltello	Pisò ; Pará-ng-	ENGGANO	Eachiebara	eachiebara	e a ch i e b a r a	e a k i e b a r a	eakiebara		
430	269	word	Comando	Pasán	NIAS	Oroisa	oroisa	o r o i s a	o r o i s a	oroisa		
431	269	word	Comando	Pasán	TOBA_BATAK	Mandoccon	mandoccon	m a n d o cc o n	m a n d o k o n	mandokon		
432	269	word	Comando	Pasán	ENGGANO	Chihíua Comaná	chihíua comaná	ch i h í u a # c o m a n á	k i x i u a # k o m a n a	kixiua komana		
433	270	word	Combattimento	Lawan	NIAS	Falelé	falelé	f a l e l é	f a l e l e	falele		
434	270	word	Combattimento	Lawan	TOBA_BATAK	Gora	gora	g o r a	j o r a	jora		
435	270	word	Combattimento	Lawan	ENGGANO	Bapuru chia	bapuru chia	b a p u r u # ch i a	b a p u r u # k i a	bapuru kia		
436	270	word	Come si ohiama ?	Apa namá	NIAS	Hadia doi da	hadia doi da	h a d i a # d o i # d a	h a d i a # d o i # d a	hadia doi da		
437	270	word	Come si ohiama ?	Apa namá	TOBA_BATAK	Aha nia gowarna	aha nia gowarna	a h a # n i a # g o w a r n a	a h a # n i a # j o w a r n a	aha nia jowarna		
438	270	word	Come si ohiama ?	Apa namá	ENGGANO	Eia heniène	eia heniène	ei a # h e n i è n e	e:i a # h e n i E n e	e:ia heniEne		
439	270	word	Comniciare	Mulai	NIAS	Mam<i>o</i>r<i>o</i>taig<i>o</i>	mamorotaigo	m a m o r o t ai g o	m a m o r o t a:i j o	mamorota:ijo		
