ID,PAGE,TYPE,ITALIAN,MALAY,DOCULECT,WORD,WORD2,TOBA_BATAK_SOURCE,REMARK
310,268,word,Brutto,Burúc,TOBA_BATAK,Dae,dae,,
311,268,word,Brutto,Burúc,ENGGANO,Chioha,chioha,,
312,268,word,Bucar orecchi,Mentciutciúc teli<i>ng</i>a,NIAS,Latogi,latogi,,
313,268,word,Bucar orecchi,Mentciutciúc teli<i>ng</i>a,TOBA_BATAK,Manombúe,manombúe,,
314,268,word,Bucar orecchi,Mentciutciúc teli<i>ng</i>a,ENGGANO,Caricu cariahadía,caricu cariahadía,,
315,268,word,Buio,Glap,NIAS,Agomigómi,agomigómi,,
316,268,word,Buio,Glap,TOBA_BATAK,Bot,bot,,
317,268,word,Buio,Glap,ENGGANO,Capòpo elòpo,capòpo elòpo,,
318,269,word,Buono,Bagús,NIAS,S<i>o</i>chi,sochi,,
319,269,word,Buono,Bagús,TOBA_BATAK,Dengán,dengán,,
320,269,word,Buono,Bagús,ENGGANO,Cáua,cáua,,
321,269,word,Buttar via,Buáng,NIAS,,,,
322,269,word,Buttar via,Buáng,TOBA_BATAK,Mandangurhón,mandangurhón,,
323,269,word,Buttar via,Buáng,ENGGANO,Epacúa,epacúa,,
324,269,word,Cacciare,Membúru,NIAS,Memòlo,memòlo,,
325,269,word,Cacciare,Membúru,TOBA_BATAK,Marburu,marburu,,
326,269,word,Cacciare,Membúru,ENGGANO,"Bacocòi ebèo iahiacúe<sem=""col cane"">",bacocòi ebèo iahiacúe,,"<sem=""col cane"">"
327,269,word,Cacciare,Membúru,ENGGANO,"Cabacocòi ba buru còio<sem=""senza cane"">",cabacocòi ba buru còio,,"<sem=""senza cane"">"
328,269,word,Cadere,Giatò,NIAS,Aèchu,aèchu,,
329,269,word,Cadere,Giatò,TOBA_BATAK,Madabu,madabu,,
330,269,word,Cadere,Giatò,ENGGANO,Capunda,capunda,,
331,269,word,Caldo,Panás,NIAS,Aucu,aucu,,
332,269,word,Caldo,Panás,TOBA_BATAK,Las,las,,
333,269,word,Caldo,Panás,ENGGANO,Cadodohodi,cadodohodi,,
334,269,word,Calpestare,Banti-ng- cachí,NIAS,Fam<i>o</i>r<i>o</i> salo,famoro salo,,GPWR--I change the italics tagging with dash for ease of the use of the Keyman IPA keyboard
335,269,word,Calpestare,Banti-ng- cachí,TOBA_BATAK,Mamolnat,mamolnat,,GPWR--I change the italics tagging with dash for ease of the use of the Keyman IPA keyboard
336,269,word,Calpestare,Banti-ng- cachí,ENGGANO,Chichidi,chichidi,,GPWR--I change the italics tagging with dash for ease of the use of the Keyman IPA keyboard
337,269,word,Cammino (via),Gialán,NIAS,Lala,lala,,
338,269,word,Cammino (via),Gialán,TOBA_BATAK,,,,
339,269,word,Cammino (via),Gialán,ENGGANO,Ecò,ecò,,
340,269,word,Campo,Ládang,NIAS,,,,
341,269,word,Campo,Ládang,TOBA_BATAK,Ladang,ladang,,
342,269,word,Campo,Ládang,TOBA_BATAK,Gimma,gimma,,
343,269,word,Campo,Ládang,ENGGANO,Epíia,epíia,,
344,269,word,Cane,Angi-ng-,NIAS,Asso,asso,,
345,269,word,Cane,Angi-ng-,TOBA_BATAK,Asu,asu,,
346,269,word,Cane,Angi-ng-,ENGGANO,Eapí,eapí,,
347,269,word,Cane,Angi-ng-,ENGGANO,Ebèo,ebèo,,
348,269,word,Canna da zucchro,Tébu,NIAS,Tòbu,tòbu,,
349,269,word,Canna da zucchro,Tébu,TOBA_BATAK,Tobu,tobu,,
350,269,word,Canna da zucchro,Tébu,ENGGANO,Enaio,enaio,,
351,269,word,Canto,Gnagní,NIAS,Fanúno,fanúno,,
352,269,word,Canto,Gnagní,TOBA_BATAK,Ende,ende,,
353,269,word,Canto,Gnagní,ENGGANO,Bahora,bahora,,
354,269,word,Capelli,Rambút,NIAS,Bu,bu,,
355,269,word,Capelli,Rambút,TOBA_BATAK,Obu,obu,,
356,269,word,Capelli,Rambút,ENGGANO,Pruru ulu,pruru ulu,,
357,269,word,Capelli,Rambút,ENGGANO,Pruru uru,pruru uru,,
358,269,word,Capire,Mongartí,NIAS,D<i>o</i>d<i>o</i> m<i>o</i>i,dodo moi,,
359,269,word,Capire,Mongartí,TOBA_BATAK,Mangantusi,mangantusi,,
360,269,word,Capire,Mongartí,ENGGANO,Pahoiá,pahoiá,,
361,269,word,Carestia,Clapáran,NIAS,Lofo,lofo,,
362,269,word,Carestia,Clapáran,TOBA_BATAK,Haleon,haleon,,
363,269,word,Carestia,Clapáran,ENGGANO,Chèoba eonai mèhe,chèoba eonai mèhe,,
364,269,word,Carne,Daghin,NIAS,Nagòle,nagòle,,
365,269,word,Carne,Daghin,TOBA_BATAK,Giuhut,giuhut,,
366,269,word,Carne,Daghin,ENGGANO,Hela,hela,,
367,269,word,Caro (prezzo),Mahál,NIAS,Ibua boli,ibua boli,,
368,269,word,Caro (prezzo),Mahál,TOBA_BATAK,Rarang,rarang,,
369,269,word,Caro (prezzo),Mahál,ENGGANO,Mocoli,mocoli,,
370,269,word,Casa,Rúma,NIAS,Omo,omo,,
371,269,word,Casa,Rúma,TOBA_BATAK,Bagas,bagas,,
372,269,word,Casa,Rúma,ENGGANO,Èuba,èuba,,
373,269,word,Casa,Rúma,ENGGANO,Cacario,cacario,,
374,269,word,Cattivo,Giahát,NIAS,L<i>o</i> s<i>o</i>chi,lo sochi,,
375,269,word,Cattivo,Giahát,TOBA_BATAK,Rowa,rowa,,
376,269,word,Cattivo,Giahát,ENGGANO,Ibu,ibu,,
377,269,word,Cercare,Ciari,NIAS,Fanáo,fanáo,,
378,269,word,Cercare,Ciari,TOBA_BATAK,Lulu,lulu,,
379,269,word,Cercare,Ciari,ENGGANO,Bahoari,bahoari,,
380,269,word,Cesta,Bacul,NIAS,Raga²,raga²,,
381,269,word,Cesta,Bacul,TOBA_BATAK,Ampa<i>ng</i>,ampang,,
382,269,word,Cesta,Bacul,TOBA_BATAK,Si gurup,si gurup,,
383,269,word,Cesta,Bacul,ENGGANO,Eorae,eorae,,
384,269,word,Cesta,Bacul,ENGGANO,Eunèche,eunèche,,
385,269,word,Chiamare (per nome),Memanghíl de-ng-án namá,NIAS,,,,
386,269,word,Chiamare (per nome),Memanghíl de-ng-án namá,TOBA_BATAK,Margowar,margowar,,
387,269,word,Chiamare (per nome),Memanghíl de-ng-án namá,ENGGANO,Ahadi,ahadi,,
388,269,word,Chiamare,Panghil,NIAS,Fagaoni,fagaoni,,
389,269,word,Chiamare,Panghil,TOBA_BATAK,Mamigio,mamigio,,
390,269,word,Chiamare,Panghil,ENGGANO,Ahadi,ahadi,,
391,269,word,Chiedere,Minta,NIAS,Fanòfu,fanòfu,,
392,269,word,Chiedere,Minta,TOBA_BATAK,Manuccun,manuccun,,
393,269,word,Chiedere,Minta,ENGGANO,Manunuhi,manunuhi,,
394,269,word,Cieco,Buta,NIAS,Abòto h<i>o</i>r<i>o</i>,abòto horo,,
395,269,word,Cieco,Buta,TOBA_BATAK,Pitung,pitung,,
396,269,word,Cieco,Buta,ENGGANO,Machene,machene,,
397,269,word,Ciglio,Bulu mata,NIAS,,,,
398,269,word,Ciglio,Bulu mata,TOBA_BATAK,Imbulu ni mata,imbulu ni mata,,
399,269,word,Ciglio,Bulu mata,ENGGANO,Epruru baca,epruru baca,,
400,269,word,Cignale,Babí hútan,NIAS,,,,
401,269,word,Cignale,Babí hútan,TOBA_BATAK,Dalu,dalu,,
402,269,word,Cignale,Babí hútan,ENGGANO,Ecòio,ecòio,,
403,269,word,Cocco (Albero di),Pohun clapá,NIAS,Ohi,ohi,,
404,269,word,Cocco (Albero di),Pohun clapá,TOBA_BATAK,Negiur,negiur,,
405,269,word,Cocco (Albero di),Pohun clapá,ENGGANO,Carahapò,carahapò,,
406,269,word,Cocco (Noce di),Búa clapá,NIAS,Bánio,bánio,,
407,269,word,Cocco (Noce di),Búa clapá,TOBA_BATAK,Migior,migior,,
408,269,word,Cocco (Noce di),Búa clapá,ENGGANO,Epò,epò,,
409,269,word,Cocco (Noce di),Búa clapá,ENGGANO,Huapò,huapò,,
410,269,word,Coccodrillo,Buwaia,NIAS,Buáia,buáia,,
411,269,word,Coccodrillo,Buwaia,TOBA_BATAK,Buwaia,buwaia,,
412,269,word,Coccodrillo,Buwaia,ENGGANO,Cohoóca,cohoóca,,
413,269,word,Coda,Ecor,NIAS,Io,io,,
414,269,word,Coda,Ecor,TOBA_BATAK,Ihur,ihur,,
415,269,word,Coda,Ecor,ENGGANO,Iidia,iidia,,
416,269,word,Collera,Mará,NIAS,F<i>o</i>nu,fonu,,
417,269,word,Collera,Mará,TOBA_BATAK,Giechel,giechel,,
418,269,word,Collera,Mará,TOBA_BATAK,Pusu,pusu,,
419,269,word,Collera,Mará,ENGGANO,Pahuna chideidia,pahuna chideidia,,
420,269,word,Collo,Leher,NIAS,Baghi,baghi,,
421,269,word,Collo,Leher,TOBA_BATAK,Ruccung,ruccung,,
422,269,word,Collo,Leher,ENGGANO,Eiú,eiú,,
423,269,word,Collo,Leher,ENGGANO,Ehanua,ehanua,,
424,269,word,Coltello,Pisò ; Pará-ng-,NIAS,Ballatu,ballatu,,
425,269,word,Coltello,Pisò ; Pará-ng-,TOBA_BATAK,Raut,raut,,
426,269,word,Coltello,Pisò ; Pará-ng-,TOBA_BATAK,Rahi,rahi,,
427,269,word,Coltello,Pisò ; Pará-ng-,ENGGANO,Epèiti,epèiti,,
428,269,word,Coltello,Pisò ; Pará-ng-,ENGGANO,Eao,eao,,
429,269,word,Coltello,Pisò ; Pará-ng-,ENGGANO,Eachiebara,eachiebara,,
430,269,word,Comando,Pasán,NIAS,Oroisa,oroisa,,
431,269,word,Comando,Pasán,TOBA_BATAK,Mandoccon,mandoccon,,
432,269,word,Comando,Pasán,ENGGANO,Chihíua Comaná,chihíua comaná,,
433,270,word,Combattimento,Lawan,NIAS,Falelé,falelé,,
434,270,word,Combattimento,Lawan,TOBA_BATAK,Gora,gora,,
435,270,word,Combattimento,Lawan,ENGGANO,Bapuru chia,bapuru chia,,
436,270,word,Come si ohiama ?,Apa namá,NIAS,Hadia doi da,hadia doi da,,
437,270,word,Come si ohiama ?,Apa namá,TOBA_BATAK,Aha nia gowarna,aha nia gowarna,,
438,270,word,Come si ohiama ?,Apa namá,ENGGANO,Eia heniène,eia heniène,,
439,270,word,Comniciare,Mulai,NIAS,Mam<i>o</i>r<i>o</i>taig<i>o</i>,mamorotaigo,,
440,270,word,Comniciare,Mulai,TOBA_BATAK,Hian,hian,,
441,270,word,Comniciare,Mulai,ENGGANO,Apari echia,apari echia,,
442,270,word,Compassione,Cassián,NIAS,Ebúa d<i>o</i>d<i>o</i>,ebúa dodo,,
443,270,word,Compassione,Cassián,TOBA_BATAK,Hassian,hassian,,
444,270,word,Compassione,Cassián,ENGGANO,Pachinunái,pachinunái,,
445,270,word,Comprare,Blí,NIAS,Mow<i>o</i>li,mowoli,,
446,270,word,Comprare,Blí,TOBA_BATAK,Manuhor,manuhor,,
447,270,word,Comprare,Blí,ENGGANO,Èoli,èoli,,
448,270,word,Conficcare,Memasáng,NIAS,Faho,faho,,
449,270,word,Conficcare,Memasáng,TOBA_BATAK,Pagò,pagò,,
450,270,word,Conficcare,Memasáng,ENGGANO,Bacòia poco,bacòia poco,,
451,270,word,Congiungersi carnalmente,Sa tubuh,NIAS,Faihi,faihi,,
452,270,word,Congiungersi carnalmente,Sa tubuh,TOBA_BATAK,,,,
453,270,word,Congiungersi carnalmente,Sa tubuh,ENGGANO,Pahorai,pahorai,,
454,270,word,Conterie,Rupa rupa catcia,NIAS,Mani²,mani²,,
455,270,word,Conterie,Rupa rupa catcia,TOBA_BATAK,Si mata,si mata,,
456,270,word,Conterie,Rupa rupa catcia,ENGGANO,Lole²,lole²,,
457,270,word,Coraggioso,Brani,NIAS,Amui,amui,,
458,270,word,Coraggioso,Brani,TOBA_BATAK,Ma begu,ma begu,J. S. A. Van Dissel,
459,270,word,Coraggioso,Brani,ENGGANO,Chèoba mahò,chèoba mahò,,
460,270,word,Corda,Tali,NIAS,Sináli,sináli,,
461,270,word,Corda,Tali,TOBA_BATAK,Riman,riman,J. S. A. Van Dissel,
462,270,word,Corda,Tali,TOBA_BATAK,Holting *,holting *,J. S. A. Van Dissel,
463,270,word,Corda,Tali,ENGGANO,Bahoio,bahoio,,
464,270,word,Corrente,Harus,NIAS,Undro nidano,undro nidano,,
465,270,word,Corrente,Harus,TOBA_BATAK,Su<i>ng</i>e,sunge,,
466,270,word,Corrente,Harus,TOBA_BATAK,Aec,aec,,
467,270,word,Corrente,Harus,ENGGANO,Ebò chèoba elà eodia,ebò chèoba elà eodia,,
468,270,word,Cosa è questo ?,Apa itu,NIAS,,,,
469,270,word,Cosa è questo ?,Apa itu,TOBA_BATAK,Aha ma on,aha ma on,J. S. A. Van Dissel,
470,270,word,Cosa è questo ?,Apa itu,ENGGANO,Eiah enione,eiah enione,,
471,270,word,Coscia,Paho,NIAS,,,,
472,270,word,Coscia,Paho,TOBA_BATAK,Hae hae,hae hae,J. S. A. Van Dissel,
473,270,word,Coscia,Paho,ENGGANO,Eapalà,eapalà,,
474,270,word,Così,Bighítu,NIAS,Man<i>o</i>,mano,,
475,270,word,Così,Bighítu,TOBA_BATAK,Boti,boti,J. S. A. Van Dissel,
476,270,word,Così,Bighítu,ENGGANO,Enoaha,enoaha,,
477,270,word,Cranio,Batú capála,NIAS,Binu,binu,,
478,270,word,Cranio,Batú capála,NIAS,Wole²,wole²,,
479,270,word,Cranio,Batú capála,TOBA_BATAK,,,,
480,270,word,Cranio,Batú capála,ENGGANO,Eae euluca,eae euluca,,
481,270,word,Crudo,Blon massác,NIAS,Sataha,sataha,,
482,270,word,Crudo,Blon massác,TOBA_BATAK,Sowada masac,sowada masac,,
483,270,word,Crudo,Blon massác,ENGGANO,Chibaca,chibaca,,
484,270,word,Cucinare,Massác,NIAS,Fondrino,fondrino,,
485,270,word,Cucinare,Massác,TOBA_BATAK,Marmasah,marmasah,,
486,270,word,Cucinare,Massác,ENGGANO,Manaco,manaco,,
487,270,word,Cuore,Atí,NIAS,D<i>o</i>d<i>o</i>,dodo,,
488,270,word,Cuore,Atí,TOBA_BATAK,Ati,ati,,
489,270,word,Cuore,Atí,ENGGANO,Echitèi,echitèi,,
490,270,word,Dare,Cassi,NIAS,Mameé,mameé,,
491,270,word,Dare,Cassi,TOBA_BATAK,Mangaleion,mangaleion,J. S. A. Van Dissel,
492,270,word,Dare,Cassi,ENGGANO,Peionia,peionia,,
493,270,word,Denti,Gigi,NIAS,Ifo,ifo,,
494,270,word,Denti,Gigi,TOBA_BATAK,Ni<i>ng</i>i,ningi,,
495,270,word,Denti,Gigi,ENGGANO,Eauca,eauca,,
496,270,word,Dentro,Di dalam,NIAS,Si bacha,si bacha,,
497,270,word,Dentro,Di dalam,TOBA_BATAK,Bagas,bagas,,
498,270,word,Dentro,Di dalam,ENGGANO,Di poco,di poco,,
499,270,word,Dietro,Di blacan,NIAS,Furi,furi,,
500,270,word,Dietro,Di blacan,TOBA_BATAK,Pudi,pudi,J. S. A. Van Dissel,
501,270,word,Dietro,Di blacan,ENGGANO,Cahapò,cahapò,,
502,270,word,Difendere,Melindú-ng-,NIAS,Sameèli,sameèli,,
503,270,word,Difendere,Melindú-ng-,TOBA_BATAK,Mandugal,mandugal,J. S. A. Van Dissel,
504,270,word,Difendere,Melindú-ng-,ENGGANO,Cuhai,cuhai,,
505,270,word,Dimenticare,Lupá,NIAS,Olifu,olifu,,
506,270,word,Dimenticare,Lupá,TOBA_BATAK,Manghalupai,manghalupai,,
507,270,word,Dimenticare,Lupá,ENGGANO,Caabu,caabu,,
508,270,word,Dire,Bilá-ng-,NIAS,Imané,imané,,
509,270,word,Dire,Bilá-ng-,TOBA_BATAK,Didoc,didoc,,
510,270,word,Dire,Bilá-ng-,ENGGANO,Pecuaba,pecuaba,,
511,270,word,Di rado,Giará-ng-,NIAS,L<i>o</i> asèse,lo asèse,,
512,270,word,Di rado,Giará-ng-,TOBA_BATAK,Rac²,rac²,,
513,270,word,Di rado,Giará-ng-,ENGGANO,,,,
514,270,word,Disputa,Bantah,NIAS,Fasondrata,fasondrata,,
515,270,word,Disputa,Bantah,TOBA_BATAK,Bada,bada,,
516,270,word,Disputa,Bantah,ENGGANO,Chèoba nene igidia,chèoba nene igidia,,
517,270,word,Diventare,Mengiadí,NIAS,Tòla,tòla,,
518,270,word,Diventare,Mengiadí,TOBA_BATAK,Gabe,gabe,J. S. A. Van Dissel,
519,270,word,Diventare,Mengiadí,ENGGANO,Odohoda,odohoda,,
520,270,word,Divorziare,Bercerèi,NIAS,Far<i>o</i>i,faroi,,
521,270,word,Divorziare,Bercerèi,TOBA_BATAK,Síra<i>ng</i>,sírang,,
522,270,word,Divorziare,Bercerèi,ENGGANO,Capacoa,capacoa,,
523,270,word,Dolce (sapore),Manis,NIAS,Ami,ami,,
524,270,word,Dolce (sapore),Manis,TOBA_BATAK,,,,
525,270,word,Dolce (sapore),Manis,ENGGANO,Camoni,camoni,,
526,270,word,Domandare,Tágnia ; Minta,NIAS,Fanaha,fanaha,,
527,270,word,Domandare,Tágnia ; Minta,TOBA_BATAK,Mahusò,mahusò,,
528,270,word,Domandare,Tágnia ; Minta,ENGGANO,Peeò,peeò,,
529,270,word,Domani,Besòc,NIAS,Maemòlu,maemòlu,,
530,270,word,Domani,Besòc,TOBA_BATAK,Tòrang ni arima,tòrang ni arima,J. S. A. Van Dissel,
531,270,word,Domani,Besòc,ENGGANO,Naomana,naomana,,
532,270,word,Donna,Parampuán,NIAS,Alave,alave,,
533,270,word,Donna,Parampuán,TOBA_BATAK,Potòsi,potòsi,,
534,270,word,Donna,Parampuán,ENGGANO,Cahoda,cahoda,,
535,270,word,Dopo,Abís,NIAS,Dania,dania,,
536,270,word,Dopo,Abís,TOBA_BATAK,Nu<i>ng</i> i,nung i,,
537,270,word,Dopo,Abís,ENGGANO,Naapé,naapé,,
538,270,word,Dormire,Tídor,NIAS,M<i>o</i>r<i>o</i>,moro,,
539,270,word,Dormire,Tídor,TOBA_BATAK,Módom,módom,,
540,270,word,Dormire,Tídor,ENGGANO,Euho,euho,,
541,270,word,Dormire,Tídor,ENGGANO,Cauho,cauho,,
542,270,word,Dormire,Tídor,ENGGANO,Bauho,bauho,,
543,270,word,Dorso,Bláca-ng-,NIAS,Hulu,hulu,,
544,270,word,Dorso,Bláca-ng-,TOBA_BATAK,,,,
545,270,word,Dorso,Bláca-ng-,ENGGANO,Cahapò,cahapò,,
546,270,word,Dove ?,Di mana,NIAS,Heza,heza,,
547,270,word,Dove ?,Di mana,TOBA_BATAK,Di diia,di diia,,
548,270,word,Dove ?,Di mana,ENGGANO,Gno ò,gno ò,,
549,271,word,Egli ; Ella,Dia,NIAS,Ia,ia,,
550,271,word,Egli ; Ella,Dia,NIAS,Andr<i>o</i>,andro,,
551,271,word,Egli ; Ella,Dia,TOBA_BATAK,Ibana,ibana,,
552,271,word,Egli ; Ella,Dia,ENGGANO,Chia,chia,,
553,271,word,Entrare,Massòc,NIAS,Famègo,famègo,,
554,271,word,Entrare,Massòc,TOBA_BATAK,Bonhòt,bonhòt,J. S. A. Van Dissel,
555,271,word,Entrare,Massòc,ENGGANO,Cahepaco,cahepaco,,
556,271,word,Erba,Rumpút,NIAS,Duu,duu,,
557,271,word,Erba,Rumpút,TOBA_BATAK,Duhút,duhút,J. S. A. Van Dissel,
558,271,word,Erba,Rumpút,ENGGANO,Pucuma,pucuma,,
559,271,word,Ereditare,Mendapát pusáca,NIAS,Manema gondròita,manema gondròita,,
560,271,word,Ereditare,Mendapát pusáca,TOBA_BATAK,Mangumèi,mangumèi,J. S. A. Van Dissel,
561,271,word,Ereditare,Mendapát pusáca,ENGGANO,Mai,mai,,
562,271,word,Essere,Ada,NIAS,So,so,,
563,271,word,Essere,Ada,TOBA_BATAK,Adòng,adòng,,
564,271,word,Essere,Ada,ENGGANO,Chichia,chichia,,
565,271,word,Essere ammalato,Suda sacchè,NIAS,Mof<i>o</i>ch<i>o</i>,mofocho,,
566,271,word,Essere ammalato,Suda sacchè,TOBA_BATAK,Sahít,sahít,J. S. A. Van Dissel,
567,271,word,Essere ammalato,Suda sacchè,ENGGANO,Capucho,capucho,,
568,271,word,Estinguere (del fuoco),Matí api,NIAS,Bunú alito,bunú alito,,
569,271,word,Estinguere (del fuoco),Matí api,TOBA_BATAK,Mintòp,mintòp,J. S. A. Van Dissel,
570,271,word,Estinguere (del fuoco),Matí api,ENGGANO,Dipuru,dipuru,,
571,271,word,Faccia,Muccá,NIAS,Bava,bava,,
572,271,word,Faccia,Muccá,TOBA_BATAK,Bohi,bohi,J. S. A. Van Dissel,
573,271,word,Faccia,Muccá,ENGGANO,Baca,baca,,
574,271,word,Fame,Lèpar,NIAS,Olofo,olofo,,
575,271,word,Fame,Lèpar,TOBA_BATAK,Rapar,rapar,,
576,271,word,Fame,Lèpar,ENGGANO,Coignò,coignò,,
577,271,word,Fanciullo,Anac,NIAS,Ono,ono,,
578,271,word,Fanciullo,Anac,TOBA_BATAK,Anac,anac,J. S. A. Van Dissel,
579,271,word,Fanciullo,Anac,TOBA_BATAK,Doli,doli,J. S. A. Van Dissel,
580,271,word,Fanciullo,Anac,ENGGANO,Ara,ara,,
581,271,word,Fango,Lumpúr,NIAS,Tai,tai,,
582,271,word,Fango,Lumpúr,TOBA_BATAK,,,,
583,271,word,Fango,Lumpúr,ENGGANO,Canenonèno,canenonèno,,
584,271,word,Fare,Bichín,NIAS,Mamaz<i>o</i>chi,mamazochi,,
585,271,word,Fare,Bichín,TOBA_BATAK,Mangiadihón,mangiadihón,J. S. A. Van Dissel,
586,271,word,Fare,Bichín,ENGGANO,Pari,pari,,
587,271,word,Fastidi,Susa,NIAS,,,,
588,271,word,Fastidi,Susa,TOBA_BATAK,,,,
589,271,word,Fastidi,Susa,ENGGANO,,,,
590,271,word,Febbre,Demom,NIAS,Ach<i>o</i>m<i>o</i>,achomo,,
591,271,word,Febbre,Demom,TOBA_BATAK,Arun,arun,J. S. A. Van Dissel,
592,271,word,Febbre,Demom,ENGGANO,Iadòho (?),iadòho (?),,
593,271,word,Felice,Enac,NIAS,Casana,casana,,
594,271,word,Felice,Enac,TOBA_BATAK,Tuwa,tuwa,,
595,271,word,Felice,Enac,ENGGANO,Caúa,caúa,,
596,271,word,Ferire,Melucacán,NIAS,Maf<i>o</i>ch<i>o</i>,mafocho,,
597,271,word,Ferire,Melucacán,TOBA_BATAK,Mamugadi,mamugadi,,
598,271,word,Ferire,Melucacán,ENGGANO,Capacahale,capacahale,,
599,271,word,Ferita,Lucá,NIAS,Socho,socho,,
600,271,word,Ferita,Lucá,TOBA_BATAK,Bugáng,bugáng,,
601,271,word,Ferita,Lucá,ENGGANO,Mehecu,mehecu,,
602,271,word,Fermarsi,Brenti,NIAS,Mamato,mamato,,
603,271,word,Fermarsi,Brenti,TOBA_BATAK,Matsohòt,matsohòt,,
604,271,word,Fermarsi,Brenti,ENGGANO,,,,
605,271,word,Ferma ǃ,Diám,NIAS,Tráfa,tráfa,,
606,271,word,Ferma ǃ,Diám,TOBA_BATAK,Maradían,maradían,,
607,271,word,Ferma ǃ,Diám,ENGGANO,Iapé,iapé,,
608,271,word,Ferro,Bessí,NIAS,Siòli,siòli,,
609,271,word,Ferro,Bessí,TOBA_BATAK,Bòsi,bòsi,,
610,271,word,Ferro,Bessí,ENGGANO,Epacamai,epacamai,,
611,271,word,Ferro arrugginito,Bessí carat,NIAS,Siòli sohòwu,siòli sohòwu,,
612,271,word,Ferro arrugginito,Bessí carat,TOBA_BATAK,Fasic,fasic,,
613,271,word,Ferro arrugginito,Bessí carat,ENGGANO,Epacamai mòco ecai,epacamai mòco ecai,,
614,271,word,Fiamma,Niala,NIAS,Hohahòla,hohahòla,,
615,271,word,Fiamma,Niala,TOBA_BATAK,Gorgòr,gorgòr,,
616,271,word,Fiamma,Niala,ENGGANO,Carahu,carahu,,
617,271,word,Figlio,Anac,NIAS,Ono,ono,,
618,271,word,Figlio,Anac,TOBA_BATAK,Anac,anac,,
619,271,word,Figlio,Anac,ENGGANO,Ara,ara,,
620,271,word,Fiore,Cumbá-ng-,NIAS,Bowo,bowo,,
621,271,word,Fiore,Cumbá-ng-,TOBA_BATAK,Bu<i>ng</i>a,bunga,,
622,271,word,Fiore,Cumbá-ng-,ENGGANO,Epòi,epòi,,
623,271,word,Flusso,Aier pasá-ng-,NIAS,Ebu lowo,ebu lowo,,
624,271,word,Flusso,Aier pasá-ng-,TOBA_BATAK,Pasá<i>ng</i>,pasáng,J. S. A. Van Dissel,
625,271,word,Flusso,Aier pasá-ng-,ENGGANO,"Caachihi èue<sem=""marea bassa"">",caachihi èue,,"<sem=""marea bassa"">"
626,271,word,Flusso,Aier pasá-ng-,ENGGANO,"Cacahoda èue<sem=""marea alta"">",cacahoda èue,,"<sem=""marea alta"">"
627,271,word,Foce,Mulút sungèi,NIAS,Luaha,luaha,,
628,271,word,Foce,Mulút sungèi,TOBA_BATAK,Muwara,muwara,J. S. A. Van Dissel,
629,271,word,Foce,Mulút sungèi,ENGGANO,Eca belowa,eca belowa,,
630,271,word,Focolare,Dápur,NIAS,Auri,auri,,
631,271,word,Focolare,Dápur,TOBA_BATAK,,,,
632,271,word,Focolare,Dápur,ENGGANO,Epò,epò,,
633,271,word,Foresta,Rimbu,NIAS,Atúa,atúa,,
634,271,word,Foresta,Rimbu,TOBA_BATAK,Hara<i>ng</i>an,harangan,,
635,271,word,Foresta,Rimbu,ENGGANO,Iacuè,iacuè,,
636,271,word,Forse,Brancalí,NIAS,Taila,taila,,
637,271,word,Forse,Brancalí,TOBA_BATAK,Ra,ra,,
638,271,word,Forse,Brancalí,TOBA_BATAK,Atic,atic,,
639,271,word,Forse,Brancalí,ENGGANO,Uachíua,uachíua,,
640,271,word,Forte,Cuát,NIAS,Ab<i>o</i>l<i>o</i>b<i>o</i>l<i>o</i>,abolobolo,,
641,271,word,Forte,Cuát,TOBA_BATAK,Agasan,agasan,,
642,271,word,Forte,Cuát,TOBA_BATAK,Gogo,gogo,,
643,271,word,Forte,Cuát,ENGGANO,Eeò,eeò,,
644,271,word,Fratello,Sudárat,NIAS,Talifusso,talifusso,,
645,271,word,Fratello,Sudárat,TOBA_BATAK,Iboto,iboto,,
646,271,word,Fratello,Sudárat,TOBA_BATAK,"Haha<sem=""maggiore"">",haha,,"<sem=""maggiore"">"
647,271,word,Fratello,Sudárat,TOBA_BATAK,"A<i>ng</i>ghi<sem=""minore"">",angghi,,"<sem=""minore"">"
648,271,word,Fratello,Sudárat,ENGGANO,Eaha,eaha,,
649,271,word,Freccia,Anac pana,NIAS,,,,
650,271,word,Freccia,Anac pana,TOBA_BATAK,"Naccat<rm=""del sumpitan"">",naccat,,"<rm=""del sumpitan"">"
651,271,word,Freccia,Anac pana,ENGGANO,,,,
652,271,word,Freddo,Digním,NIAS,Oafu,oafu,,
653,271,word,Freddo,Digním,TOBA_BATAK,Ngali,ngali,J. S. A. Van Dissel,
654,271,word,Freddo,Digním,ENGGANO,Eòho,eòho,,
655,272,word,Fronte,Dahi,NIAS,Angango,angango,,
656,272,word,Fronte,Dahi,TOBA_BATAK,Par dompác an,par dompác an,J. S. A. Van Dissel,
657,272,word,Fronte,Dahi,ENGGANO,Ecu,ecu,,
658,272,word,Frutti,Buá,NIAS,Bua,bua,,
659,272,word,Frutti,Buá,TOBA_BATAK,Parbuwe,parbuwe,J. S. A. Van Dissel,
660,272,word,Frutti,Buá,ENGGANO,Hua,hua,,
661,272,word,Fumare,Minúm timbaco,NIAS,Ma<i>ng</i>a ròco,manga ròco,,
