ID	PAGE	TYPE	ITALIAN	MALAY	NIAS	TOBA_BATAK	ENGGANO	MALAY_1	NIAS_1	TOBA_BATAK_1	ENGGANO_1	NIAS_1_rm	TOBA_BATAK_1_sem	TOBA_BATAK_1_rm	ENGGANO_1_sem	ENGGANO_1_rm	REMARK	TOBA_BATAK_SOURCE
205	270	word	Crudo	Blon massác	Sataha	Sowada masac	Chibaca	Blon massác	Sataha	Sowada masac	Chibaca							
206	270	word	Cucinare	Massác	Fondrino	Marmasah	Manaco	Massác	Fondrino	Marmasah	Manaco							
207	270	word	Cuore	Atí	D<i>o</i>d<i>o</i>	Ati	Echitèi	Atí	Dodo	Ati	Echitèi							
208	270	word	Dare	Cassi	Mameé	Mangaleion	Peionia	Cassi	Mameé	Mangaleion	Peionia							J. S. A. Van Dissel
209	270	word	Denti	Gigi	Ifo	Ni<i>ng</i>i	Eauca	Gigi	Ifo	Ningi	Eauca							
210	270	word	Dentro	Di dalam	Si bacha	Bagas	Di poco	Di dalam	Si bacha	Bagas	Di poco							
211	270	word	Dietro	Di blacan	Furi	Pudi	Cahapò	Di blacan	Furi	Pudi	Cahapò							J. S. A. Van Dissel
212	270	word	Difendere	Melindú<i>ng</i>	Sameèli	Mandugal	Cuhai	Melindúng	Sameèli	Mandugal	Cuhai							J. S. A. Van Dissel
213	270	word	Dimenticare	Lupá	Olifu	Manghalupai	Caabu	Lupá	Olifu	Manghalupai	Caabu							
214	270	word	Dire	Bilá<i>ng</i>	Imané	Didoc	Pecuaba	Biláng	Imané	Didoc	Pecuaba							
215	270	word	Di rado	Giará<i>ng</i>	L<i>o</i> asèse	Rac²		Giaráng	Lo asèse	Rac²								
216	270	word	Disputa	Bantah	Fasondrata	Bada	Chèoba nene igidia	Bantah	Fasondrata	Bada	Chèoba nene igidia							
217	270	word	Diventare	Mengiadí	Tòla	Gabe	Odohoda	Mengiadí	Tòla	Gabe	Odohoda							J. S. A. Van Dissel
218	270	word	Divorziare	Bercerèi	Far<i>o</i>i	Síra<i>ng</i>	Capacoa	Bercerèi	Faroi	Sírang	Capacoa							
219	270	word	Dolce (sapore)	Manis	Ami		Camoni	Manis	Ami		Camoni							
220	270	word	Domandare	Tágnia	Fanaha	Mahusò	Peeò	Tágnia	Fanaha	Mahusò	Peeò							
221	270	word	Domandare	Minta	Fanaha	Mahusò	Peeò	Minta	Fanaha	Mahusò	Peeò							
222	270	word	Domani	Besòc	Maemòlu	Tòrang ni arima	Naomana	Besòc	Maemòlu	Tòrang ni arima	Naomana							J. S. A. Van Dissel
223	270	word	Donna	Parampuán	Alave	Potòsi	Cahoda	Parampuán	Alave	Potòsi	Cahoda							
224	270	word	Dopo	Abís	Dania	Nu<i>ng</i> i	Naapé	Abís	Dania	Nung i	Naapé							
225	270	word	Dormire	Tídor	M<i>o</i>r<i>o</i>	Módom	Euho	Tídor	Moro	Módom	Euho							
226	270	word	Dormire	Tídor	M<i>o</i>r<i>o</i>	Módom	Cauho	Tídor	Moro	Módom	Cauho							
227	270	word	Dormire	Tídor	M<i>o</i>r<i>o</i>	Módom	Bauho	Tídor	Moro	Módom	Bauho							
228	270	word	Dorso	Bláca<i>ng</i>	Hulu		Cahapò	Blácang	Hulu		Cahapò							
229	270	word	Dove ?	Di mana	Heza	Di diia	Gno ò	Di mana	Heza	Di diia	Gno ò							
230	271	word	Egli ; Ella	Dia	Ia	Ibana	Chia	Dia	Ia	Ibana	Chia							
231	271	word	Egli ; Ella	Dia	Andr<i>o</i>	Ibana	Chia	Dia	Andro	Ibana	Chia							
232	271	word	Entrare	Massòc	Famègo	Bonhòt	Cahepaco	Massòc	Famègo	Bonhòt	Cahepaco							J. S. A. Van Dissel
233	271	word	Erba	Rumpút	Duu	Duhút	Pucuma	Rumpút	Duu	Duhút	Pucuma							J. S. A. Van Dissel
234	271	word	Ereditare	Mendapát pusáca	Manema gondròita	Mangumèi	Mai	Mendapát pusáca	Manema gondròita	Mangumèi	Mai							J. S. A. Van Dissel
235	271	word	Essere	Ada	So	Adòng	Chichia	Ada	So	Adòng	Chichia							
236	271	word	Essere ammalato	Suda sacchè	Mof<i>o</i>ch<i>o</i>	Sahít	Capucho	Suda sacchè	Mofocho	Sahít	Capucho							J. S. A. Van Dissel
237	271	word	Estinguere (del fuoco)	Matí api	Bunú alito	Mintòp	Dipuru	Matí api	Bunú alito	Mintòp	Dipuru							J. S. A. Van Dissel
238	271	word	Faccia	Muccá	Bava	Bohi	Baca	Muccá	Bava	Bohi	Baca							J. S. A. Van Dissel
239	271	word	Fame	Lèpar	Olofo	Rapar	Coignò	Lèpar	Olofo	Rapar	Coignò							
240	271	word	Fanciullo	Anac	Ono	Anac	Ara	Anac	Ono	Anac	Ara							J. S. A. Van Dissel
241	271	word	Fanciullo	Anac	Ono	Doli	Ara	Anac	Ono	Doli	Ara							J. S. A. Van Dissel
242	271	word	Fango	Lumpúr	Tai		Canenonèno	Lumpúr	Tai		Canenonèno							
243	271	word	Fare	Bichín	Mamaz<i>o</i>chi	Mangiadihón	Pari	Bichín	Mamazochi	Mangiadihón	Pari							J. S. A. Van Dissel
244	271	word	Fastidi	Susa				Susa										
245	271	word	Febbre	Demom	Ach<i>o</i>m<i>o</i>	Arun	Iadòho (?)	Demom	Achomo	Arun	Iadòho (?)							J. S. A. Van Dissel
246	271	word	Felice	Enac	Casana	Tuwa	Caúa	Enac	Casana	Tuwa	Caúa							
247	271	word	Ferire	Melucacán	Maf<i>o</i>ch<i>o</i>	Mamugadi	Capacahale	Melucacán	Mafocho	Mamugadi	Capacahale							
248	271	word	Ferita	Lucá	Socho	Bugáng	Mehecu	Lucá	Socho	Bugáng	Mehecu							
249	271	word	Fermarsi	Brenti	Mamato	Matsohòt		Brenti	Mamato	Matsohòt								
250	271	word	Ferma ǃ	Diám	Tráfa	Maradían	Iapé	Diám	Tráfa	Maradían	Iapé							
251	271	word	Ferro	Bessí	Siòli	Bòsi	Epacamai	Bessí	Siòli	Bòsi	Epacamai							
252	271	word	Ferro arrugginito	Bessí carat	Siòli sohòwu	Fasic	Epacamai mòco ecai	Bessí carat	Siòli sohòwu	Fasic	Epacamai mòco ecai							
253	271	word	Fiamma	Niala	Hohahòla	Gorgòr	Carahu	Niala	Hohahòla	Gorgòr	Carahu							
254	271	word	Figlio	Anac	Ono	Anac	Ara	Anac	Ono	Anac	Ara							
255	271	word	Fiore	Cumbá<i>ng</i>	Bowo	Bu<i>ng</i>a	Epòi	Cumbáng	Bowo	Bunga	Epòi							
256	271	word	Flusso	Aier pasá<i>ng</i>	Ebu lowo	Pasá<i>ng</i>	Caachihi èue<sem=""marea bassa"">	Aier pasáng	Ebu lowo	Pasáng	Caachihi èue				marea bassa			J. S. A. Van Dissel
257	271	word	Flusso	Aier pasá<i>ng</i>	Ebu lowo	Pasá<i>ng</i>	Cacahoda èue<sem=""marea alta"">	Aier pasáng	Ebu lowo	Pasáng	Cacahoda èue				marea alta			J. S. A. Van Dissel
258	271	word	Foce	Mulút sungèi	Luaha	Muwara	Eca belowa	Mulút sungèi	Luaha	Muwara	Eca belowa							J. S. A. Van Dissel
259	271	word	Focolare	Dápur	Auri		Epò	Dápur	Auri		Epò							
260	271	word	Foresta	Rimbu	Atúa	Hara<i>ng</i>an	Iacuè	Rimbu	Atúa	Harangan	Iacuè							
261	271	word	Forse	Brancalí	Taila	Ra	Uachíua	Brancalí	Taila	Ra	Uachíua							
262	271	word	Forse	Brancalí	Taila	Atic	Uachíua	Brancalí	Taila	Atic	Uachíua							
263	271	word	Forte	Cuát	Ab<i>o</i>l<i>o</i>b<i>o</i>l<i>o</i>	Agasan	Eeò	Cuát	Abolobolo	Agasan	Eeò							
264	271	word	Forte	Cuát	Ab<i>o</i>l<i>o</i>b<i>o</i>l<i>o</i>	Gogo	Eeò	Cuát	Abolobolo	Gogo	Eeò							
265	271	word	Fratello	Sudárat	Talifusso	Iboto	Eaha	Sudárat	Talifusso	Iboto	Eaha							
266	271	word	Fratello	Sudárat	Talifusso	Haha<sem=""maggiore"">	Eaha	Sudárat	Talifusso	Haha	Eaha		maggiore					
267	271	word	Fratello	Sudárat	Talifusso	A<i>ng</i>ghi<sem=""minore"">	Eaha	Sudárat	Talifusso	Angghi	Eaha		minore					
268	271	word	Freccia	Anac pana		Naccat<rm=""del sumpitan"">		Anac pana		Naccat				del sumpitan				
269	271	word	Freddo	Digním	Oafu	Ngali	Eòho	Digním	Oafu	Ngali	Eòho							J. S. A. Van Dissel
270	272	word	Fronte	Dahi	Angango	Par dompác an	Ecu	Dahi	Angango	Par dompác an	Ecu							J. S. A. Van Dissel
271	272	word	Frutti	Buá	Bua	Parbuwe	Hua	Buá	Bua	Parbuwe	Hua							J. S. A. Van Dissel
272	272	word	Fumare	Minúm timbaco	Ma<i>ng</i>a ròco	Manhisáp	Meno timbaho	Minúm timbaco	Manga ròco	Manhisáp	Meno timbaho							
273	272	word	Fumo	Asap		Timús		Asap		Timús								
274	272	word	Fuoco	Apí	Alito	Apí	Eòbi	Apí	Alito	Apí	Eòbi							
275	272	word	Gallina	Aiám	Manu	Mánuc	Chedòbu	Aiám	Manu	Mánuc	Chedòbu							
276	272	word	Gamba (dal ginocchio in giù)	Cachí			Epio pio	Cachí			Epio pio							
277	272	word	Gatto	Cutci<i>ng</i>	Mao	Bapú<i>ng</i>	Ebèo	Cutcing	Mao	Bapúng	Ebèo							
278	272	word	Gatto	Cutci<i>ng</i>	Mao	Bapú<i>ng</i>	Eáo	Cutcing	Mao	Bapúng	Eáo							
279	272	word	Geloso	Ciemburu	Olohu	Manghimburu	Agnia	Ciemburu	Olohu	Manghimburu	Agnia							
280	272	word	Già	Sidia	Nòa	Nu<i>ng</i>a	Abóha	Sidia	Nòa	Nunga	Abóha							
281	272	word	Già	siáp	Nòa	Nu<i>ng</i>a	Abóha	siáp	Nòa	Nunga	Abóha							
282	272	word	Ginocchio	Lutút	Balu duhi	Ulu ni tot	Epòo	Lutút	Balu duhi	Ulu ni tot	Epòo							J. S. A. Van Dissel
283	272	word	Ginocchio	Lutút	Balu duhi	Ulu ni tot	Epu	Lutút	Balu duhi	Ulu ni tot	Epu							J. S. A. Van Dissel
284	272	word	Giorno	Arí	Sara sibaia	Hari	Cahapò	Arí	Sara sibaia	Hari	Cahapò							
285	272	word	Giovane	Múda	Awúgiu	Poso	Eaha	Múda	Awúgiu	Poso	Eaha							
286	272	word	Giù	Di bawá	Tou	Di tóru	Itòpo	Di bawá	Tou	Di tóru	Itòpo							
287	272	word	Giurare	Sumpá	M<i>o</i>i ba h<i>o</i>lu	Manabas	Bahitò	Sumpá	Moi ba holu	Manabas	Bahitò							J. S. A. Van Dissel
288	272	word	Gomito	Sicu	Talinga ziu	Suhi²	Epú ápo	Sicu	Talinga ziu	Suhi²	Epú ápo							
289	272	word	Gota	Pipì	Boo		Papa	Pipì	Boo		Papa							
290	272	word	Gota	Pipì	Boo		Epapa	Pipì	Boo		Epapa							
291	272	word	Grande	Besár	Ebúa	Balga	Amuho	Besár	Ebúa	Balga	Amuho							
292	272	word	Guerreggiare	Melawán	Fanúwo	Marmuus	Caparí papuru	Melawán	Fanúwo	Marmuus	Caparí papuru						GPWR--reciprocal ""papuru"" 'to fight' (?)	J. S. A. Van Dissel
293	272	word	Ieri	Camarèn	Menéwi	Nattowari	Baheba	Camarèn	Menéwi	Nattowari	Baheba							J. S. A. Van Dissel
294	272	word	Imbarcarsi	Naèc capál	Moi ba owo		Uaha elòha	Naèc capál	Moi ba owo		Uaha elòha							
295	272	word	Imprestare	Píngiam	Fondra u anaa	Manggowarhón	Peionia caulu	Píngiam	Fondra u anaa	Manggowarhón	Peionia caulu							
296	272	word	Indice	Giari telungiúc	Turu lúo	Si tu mudu	Eu apo	Giari telungiúc	Turu lúo	Si tu mudu	Eu apo							J. S. A. Van Dissel
297	272	word	Indice del piede	Giari telungiúc cachi			Eminuáe	Giari telungiúc cachi			Eminuáe							
298	272	word	Indolente	Malas	Rumiri	Golut	Caracòia iaidia	Malas	Rumiri	Golut	Caracòia iaidia							
299	272	word	Ingannare	Tipú	Falimo	Mangatsi	Paporò	Tipú	Falimo	Mangatsi	Paporò						GPWR--reciprocal (?)	
300	272	word	Insieme	Sama²	Aw<i>o</i>	Rap	Uahelu chidera	Sama²	Awo	Rap	Uahelu chidera							J. S. A. Van Dissel
301	272	word	Invece	Ganti	Fatua	Di inganán	Pachèli	Ganti	Fatua	Di inganán	Pachèli							J. S. A. Van Dissel
302	272	word	Insidia	De<i>ng</i>chi	D<i>o</i>d<i>o</i> afocho	Lòmo	Uachepi	Dengchi	Dodo afocho	Lòmo	Uachepi							J. S. A. Van Dissel
303	272	word	Io	Saia	Iao	Au	Ua	Saia	Iao	Au	Ua							
304	272	word	Io	Saia	Iao	Ahu	Ua	Saia	Iao	Ahu	Ua							
305	272	word	Isola	Pulu	Fulu	Pulo	Chèfu	Pulu	Fulu	Pulo	Chèfu							
306	272	word	Là	Di sana	Bada <i>o</i>	Disi	Iò	Di sana	Bada o	Disi	Iò							J. S. A. Van Dissel
307	272	word	Labbra	Bibír	Be<i>w</i>e	Bibir	Eochitipo	Bibír	Bewe	Bibir	Eochitipo							J. S. A. Van Dissel
308	272	word	Labbra	Bibír	Be<i>w</i>e	Bibir	Curirifò	Bibír	Bewe	Bibir	Curirifò							J. S. A. Van Dissel
309	272	word	Lacrima	Aier mata	Idano h<i>o</i>r<i>o</i>	Ilu		Aier mata	Idano horo	Ilu								J. S. A. Van Dissel
310	272	word	Lampo	Chilát	Gari mbanúa	Sacsíc		Chilát	Gari mbanúa	Sacsíc								
311	272	word	Lancia	Tumbac	Toho	Húgiur	Ecaio	Tumbac	Toho	Húgiur	Ecaio							
312	272	word	Largo	Lebar	Ebólo	Bolac	Aehepòho	Lebar	Ebólo	Bolac	Aehepòho							J. S. A. Van Dissel
313	272	word	Latte	Susu	Idano meme	Dadi	Coco	Susu	Idano meme	Dadi	Coco							J. S. A. Van Dissel
314	272	word	Lavorare	Cregia	Hal<i>o</i>w<i>o</i>	Pande	Cobabarí	Cregia	Halowo	Pande	Cobabarí							
315	273	word	Leggiero	Entè<i>ng</i>	Caòcha	Sowada borat	Cahau	Entèng	Caòcha	Sowada borat	Cahau							J. S. A. Van Dissel
316	273	word	Legno	Caiú	Eu	Háiu	Cuo	Caiú	Eu	Háiu	Cuo							
317	273	word	Lento	Lambát	Ahoho	Asoc	Chèoba pohai paniha	Lambát	Ahoho	Asoc	Chèoba pohai paniha							J. S. A. Van Dissel
318	273	word	Lingua	Lida	Lèla	Dila	Erio	Lida	Lèla	Dila	Erio							
319	273	word	Lingua	Lida	Lèla	Dila	Eliho	Lida	Lèla	Dila	Eliho							
320	273	word	Lontano	Giau	Ar<i>o</i>u	Dao	Mimina	Giau	Arou	Dao	Mimina							
321	273	word	Loro (Pron. Poss.)	Dia punia	Ra	Tu nasida	Chidara	Dia punia	Ra	Tu nasida	Chidara							J. S. A. Van Dissel
322	273	word	Loro (Pron. Pers.)			Nasida				Nasida								
323	273	word	Luna	Bulán	Bawa	Bulán	Canua	Bulán	Bawa	Bulán	Canua							
324	273	word	Lungo	Pangián	Enau	Gandgiá<i>ng</i>	Aehenudia	Pangián	Enau	Gandgiáng	Aehenudia							J. S. A. Van Dissel
325	273	word	Ma	Tapi	Ba	Alai	Iòchi	Tapi	Ba	Alai	Iòchi							J. S. A. Van Dissel
326	273	word	Macchia	Ciòring	Si ta uno	Rotac	Pachiapa	Ciòring	Si ta uno	Rotac	Pachiapa							J. S. A. Van Dissel
327	273	word	Madre	Ma	Ina	Ina	Nai	Ma	Ina	Ina	Nai							
328	273	word	Magro	Curús	Angáo	Sowada hapal	Chemá	Curús	Angáo	Sowada hapal	Chemá							J. S. A. Van Dissel
329	273	word	Malato	Sacché	Maf<i>o</i>ch<i>o</i>	Sahít	Capuhu	Sacché	Mafocho	Sahít	Capuhu							
330	273	word	Mandare	Chirím	Mamantenge	Manongós	Uaha ioní	Chirím	Mamantenge	Manongós	Uaha ioní							
331	273	word	Mangiare	Macán	Manga	Ma<i>ng</i>án	Eonò	Macán	Manga	Mangán	Eonò							
332	273	word	Mangiare	Macán	Manga	Ma<i>ng</i>án	Menò	Macán	Manga	Mangán	Menò							
333	273	word	Mangiativi	Macanán			Eò	Macanán			Eò							
334	273	word	Mano	Ta<i>ng</i>án	Ta<i>ng</i>a	Ta<i>ng</i>án	Emino apo	Tangán	Tanga	Tangán	Emino apo							
335	273	word	Mare	Laút	Asi	Laut	Euè	Laút	Asi	Laut	Euè							
336	273	word	Maritarsi	Cawin	Fangowalu	Marhubaio	Pahona	Cawin	Fangowalu	Marhubaio	Pahona						GPWR--reciprocal (?)	
337	273	word	Marito	Lachí²	Ina matúa	Amáng²	Nanu	Lachí²	Ina matúa	Amáng²	Nanu							J. S. A. Van Dissel
338	273	word	Mattina	Paghí	Maemolu	Sogót	Pahemana	Paghí	Maemolu	Sogót	Pahemana							J. S. A. Van Dissel
339	273	word	Maturo	Masá	Asoso	Masáh	Menaco	Masá	Asoso	Masáh	Menaco							
340	273	word	Medicina	Obát	Dálu²	Daon	Ehabédo	Obát	Dálu²	Daon	Ehabédo							
341	273	word	Medio	Giari te<i>ng</i>á	Turu lawa	Tambar	Eu apo	Giari tengá	Turu lawa	Tambar	Eu apo							
342	273	word	Medio del piede	Giari te<i>ng</i>á cachí		Si tuwalang	Eminuáe	Giari tengá cachí		Si tuwalang	Eminuáe							J. S. A. Van Dissel
343	273	word	Meno	Curáng	Ambo	Nuráng	Chimaná	Curáng	Ambo	Nuráng	Chimaná							J. S. A. Van Dissel
344	273	word	Mentire	Giusta	Falimo	Margapgápi	Poporò	Giusta	Falimo	Margapgápi	Poporò							J. S. A. Van Dissel
345	273	word	Mento	Dagu	Tai	Isáng	Echì	Dagu	Tai	Isáng	Echì							J. S. A. Van Dissel
346	273	word	Merda	Tahi	Tai	Itíng	Echai	Tahi	Tai	Itíng	Echai							
347	273	word	Merda	Bèra	Tai	Itíng	Echai	Bèra	Tai	Itíng	Echai							
348	273	word	Metà	Ste<i>ng</i>á	Mató<i>ng</i>a	To<i>ng</i>a	Chidaho	Stengá	Matónga	Tonga	Chidaho							J. S. A. Van Dissel
349	273	word	Mignolo	Cali<i>ng</i>chí<i>ng</i>	Turu si achi	Anac ni ta<i>ng</i>án	Eara uapo	Calingchíng	Turu si achi	Anac ni tangán	Eara uapo							J. S. A. Van Dissel
350	273	word	Mignolo del piede	Cali<i>ng</i>chí<i>ng</i> cachí			Earaua	Calingchíng cachí			Earaua							
351	273	word	Minacciare	Britacút	Lafeláu	Mangasupi	Epuru	Britacút	Lafeláu	Mangasupi	Epuru						M--""beri takut"" ?	J. S. A. Van Dissel
352	273	word	Mio	Saia punia	Gu		Eharu	Saia punia	Gu		Eharu							
353	273	word	Misericordia	Cassián	Fa aharo d<i>o</i>d<i>o</i>	Saiáng	Pachinunai	Cassián	Fa aharo dodo	Saiáng	Pachinunai						GPWR--reciprocal (?)	
354	273	word	Moglie	Biní	Alave	Bòru²	Honá	Biní	Alave	Bòru²	Honá							J. S. A. Van Dissel
355	273	word	Molto	Bagná	Oia	Lan	Mòco	Bagná	Oia	Lan	Mòco							J. S. A. Van Dissel
356	273	word	Montare	Naèc	Manoi	Manáec	Ahi gèbe	Naèc	Manoi	Manáec	Ahi gèbe							
357	274	word	Monte	Gunúng	Hili	Dòloc	Ecòho	Gunúng	Hili	Dòloc	Ecòho							
358	274	word	Monte	Gunúng	Bawo	Dòloc	Ecòho	Gunúng	Bawo	Dòloc	Ecòho							
359	274	word	Mordere	Menghighít	Fausu	Maccarát	Hao	Menghighít	Fausu	Maccarát	Hao							J. S. A. Van Dissel
360	274	word	Morire	Matí	Mate	Mate	Opanené caá	Matí	Mate	Mate	Opanené caá							
361	274	word	Morto	Matí	Mate	Mamis	Caá	Matí	Mate	Mamis	Caá							J. S. A. Van Dissel
362	274	word	Muto	Bisu	Si lo hede hede	<i>Ng</i>u<i>ng</i>u	Chiparadío	Bisu	Si lo hede hede	Ngungu	Chiparadío							
363	274	word	Nascere	Peranác	Tumbu	Manginlubu	Coda	Peranác	Tumbu	Manginlubu	Coda							
364	274	word	Naso	Hidung	Ichu	Igung	Epanu	Hidung	Ichu	Igung	Epanu							
365	274	word	Naufragare	Picciá capál	Abólo nòwo		Chipopòa	Picciá capál	Abólo nòwo		Chipopòa							
366	274	word	Nave	Prau	Owo	Parau	Elòha	Prau	Owo	Parau	Elòha							J. S. A. Van Dissel
367	274	word	Nave	Capál	Owo	Parau	Elòha	Capál	Owo	Parau	Elòha							J. S. A. Van Dissel
368	274	word	Nemico	Musúh	Emáli	Musú	Parahò	Musúh	Emáli	Musú	Parahò						GPWR--reciprocal (?)	J. S. A. Van Dissel
369	274	word	Nero	Itám	Saito	Birɔ<i>ng</i>	Caani	Itám	Saito	Birɔng	Caani							
370	274	word	Nò	Tidá	L<i>o</i>	Indaong	Chèa	Tidá	Lo	Indaong	Chèa							
371	274	word	Noi	Chíta	Iaita	Hita<rm=""incl."">	Ica	Chíta	Iaita	Hita	Ica			incl.				
372	274	word	Noi	Chíta	Iaita	Hami<rm=""escl."">	Ica	Chíta	Iaita	Hami	Ica			escl.				
373	274	word	Nome	Náma	T<i>o</i>i	Goarna	Niène	Náma	Toi	Goarna	Niène							
374	274	word	Non ancora	Blòn	L<i>o</i> na	Las sowada	Capé	Blòn	Lo na	Las sowada	Capé							
375	274	word	Nostro	Chíta púnia	Ma<rm=""esclus."">		Eharu	Chíta púnia	Ma		Eharu	esclus.						
376	274	word	Nostro	Chíta púnia	Da<rm=""inclus."">		Eharu	Chíta púnia	Da		Eharu	inclus.						
377	274	word	Notte	Malám	L<i>o</i> monucha	Bor<i>ng</i>in	Coahia	Malám	Lo monucha	Borngin	Coahia							
378	274	word	Nuca	Te<i>ng</i>cúc		Parsangulán<rm=""d' una bestia"">	Heucaa	Tengcúc		Parsangulán	Heucaa			d' una bestia				J. S. A. Van Dissel
379	274	word	Nuotare	Renáng	Molangi	Marla<i>ng</i>e	Eaco	Renáng	Molangi	Marlange	Eaco							J. S. A. Van Dissel
380	274	word	Nutrimento	Macanán	Balazo	Indahán	Eoá	Macanán	Balazo	Indahán	Eoá							J. S. A. Van Dissel
381	274	word	Nuvole	Awáng	Lavuo		Ecao doho	Awáng	Lavuo		Ecao doho							
382	274	word	Obbediente	Turút	C<i>o</i>mo	Mangolòi	Baiò	Turút	Como	Mangolòi	Baiò							J. S. A. Van Dissel
383	274	word	Occhio	Mata	H<i>o</i>r<i>o</i>	Mata	Ebaca	Mata	Horo	Mata	Ebaca							
384	274	word	Occupazione	Cregia	Arorodo manu	Ganan	Menuca	Cregia	Arorodo manu	Ganan	Menuca							J. S. A. Van Dissel
385	274	word	Odiare	Bencí	Maf<i>o</i>nu	Mahihi	Cheneuéhe	Bencí	Mafonu	Mahihi	Cheneuéhe							J. S. A. Van Dissel
386	274	word	Oggi	Ini arí	Ma<i>o</i>ch<i>o</i>	Naon	Ecaha é	Ini arí	Maocho	Naon	Ecaha é							J. S. A. Van Dissel
387	274	word	Olio	Mignác	Fanicha		Epihopò	Mignác	Fanicha		Epihopò							
388	274	word	Ombilico	Pusát	Fuso		Epuco	Pusát	Fuso		Epuco							
389	274	word	Ora (avv. )	Scará<i>ng</i>	Iada	Alai	Noóni	Scaráng	Iada	Alai	Noóni							
390	274	word	Ora (avv. )	Scará<i>ng</i>	Iada	Ombas	Noóni	Scaráng	Iada	Ombas	Noóni							
391	274	word	Orecchio	Telí<i>ng</i>a	Dali<i>ng</i>a	Supi<i>ng</i>	Ecarihía	Telínga	Dalinga	Suping	Ecarihía							
392	274	word	Orfano	Piátu		Na malumáng	Cahoúca	Piátu		Na malumáng	Cahoúca							
393	274	word	Orinare	Buáng aier	Io	Mesè<i>ng</i>	Ecò	Buáng aier	Io	Mesèng	Ecò							
394	274	word	Ornamento degli orecchi	Dgin dgin telí<i>ng</i>a	Wale²	Palonác	Paricohòi	Dgin dgin telínga	Wale²	Palonác	Paricohòi							
395	274	word	Ornamento degli orecchi	Dgin dgin telí<i>ng</i>a	Wale²	Si bo<i>ng</i>	Paricohòi	Dgin dgin telínga	Wale²	Si bong	Paricohòi							
396	274	word	Osso	Tulá<i>ng</i>	Tòla		Eà	Tuláng	Tòla		Eà							
397	274	word	Ovunque		Gòfu heza		Idò²		Gòfu heza		Idò²							
398	274	word	Pacco di tabacco	Lempèng	Lèfe		Cachidapa	Lempèng	Lèfe		Cachidapa							
399	275	word	Padre	Ama	Oma	Ama	Ama	Ama	Oma	Ama	Ama							
400	275	word	Palpebra	Chelupa mata			Eurobaca	Chelupa mata			Eurobaca							
401	275	word	Palude	Rawa	Laza	Rawáng	Chelo²	Rawa	Laza	Rawáng	Chelo²							J. S. A. Van Dissel
402	275	word	Parenti	Sanac sudara	Sibaia	Na góda<i>ng</i>	Arpaha	Sanac sudara	Sibaia	Na gódang	Arpaha							
403	275	word	Parlare	Biciara	Muhede	Mahatai	Panau̇	Biciara	Muhede	Mahatai	Panau̇							
404	275	word	Partorire	Beranác	Madono	Maranác	Baara	Beranác	Madono	Maranác	Baara							
405	275	word	Partorire	Beranác	Madono	Maranác	Omumo	Beranác	Madono	Maranác	Omumo							
406	275	word	Patata indigena	Ubi cheladí	Gòbi	Suhát	Eudòpo	Ubi cheladí	Gòbi	Suhát	Eudòpo							
407	275	word	Pauroso	Tacút	L<i>o</i>m<i>o</i>i m<i>o</i>i	Mabijár	Cahò	Tacút	Lomoi moi	Mabijár	Cahò							
408	275	word	Paura	Tacút	Atau	Bijár	Chiacáho	Tacút	Atau	Bijár	Chiacáho							J. S. A. Van Dissel
409	275	word	Paziente	Sábar	D<i>o</i>d<i>o</i> eb<i>o</i>lo	Noc	Cheoba puhai pahua	Sábar	Dodo ebolo	Noc	Cheoba puhai pahua							
410	275	word	Pazzo	Ghíla	Ohoho	Na lalaen	Caparae bahu	Ghíla	Ohoho	Na lalaen	Caparae bahu							J. S. A. Van Dissel
411	275	word	Pelle	Culít	Uli	Huling²	Euli	Culít	Uli	Huling²	Euli							
412	275	word	Penna	Bulu	Bu	Buc²	Pruru	Bulu	Bu	Buc²	Pruru							J. S. A. Van Dissel
413	275	word	Pepe	Lada	Lada	Lada	Coro²	Lada	Lada	Lada	Coro²							J. S. A. Van Dissel
414	275	word	Perdere	Ilá<i>ng</i>	Teala	Mago	Cheora	Iláng	Teala	Mago	Cheora							J. S. A. Van Dissel
415	275	word	Pesante	Brát	Abua	Doc²	Enò	Brát	Abua	Doc²	Enò							
416	275	word	Pesoe	Icán	Ia	Decchè	Iaio	Icán	Ia	Decchè	Iaio							
417	275	word	Pestare col pestello		Tutu	Limot	Capurica		Tutu	Limot	Capurica							
418	275	word	Pestare col pestello		Tutu	Manduda	Capurica		Tutu	Manduda	Capurica							
419	275	word	Pestello	Alu	Halu	Balbal	Elacò	Alu	Halu	Balbal	Elacò							
420	275	word	Pestello	Antán	Halu	Balbal	Elacò	Antán	Halu	Balbal	Elacò							
421	275	word	Pettinare	Menisir	Suchu	Manuri	Chichi ulu	Menisir	Suchu	Manuri	Chichi ulu							J. S. A. Van Dissel
422	275	word	Petto di donna	Susu prampuán	Memé susú	Susu	Ecoco	Susu prampuán	Memé susú	Susu	Ecoco							
423	275	word	Petto di donna	Tetèc	Memé susú	Susu	Ecoco	Tetèc	Memé susú	Susu	Ecoco							
424	275	word	Petto di uomo	Dada	Tatoa		Eamaha	Dada	Tatoa		Eamaha							
425	275	word	Piangere	Mena<i>ng</i>ís	Mee	Singgòh	Apelu	Menangís	Mee	Singgòh	Apelu							
426	275	word	Piantare	Tanám	Manan<i>o</i>	Manuwán	Bacò	Tanám	Manano	Manuwán	Bacò							
